v2.id,title,description,preconditions,postconditions,tags,priority,severity,type,behavior,automation,status,is_flaky,layer,steps_type,steps_actions,steps_result,steps_data,milestone_id,milestone,suite_id,suite_parent_id,suite,suite_without_cases,parameters,is_muted
422,"Calculate Flight cost when Miles invalid, Date valid and Business  Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""89\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
423,"Calculate Flight cost when Miles invalid, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""90\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
424,"Calculate Flight cost when Miles invalid , Date invalid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""91\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
425,"Calculate Flight cost when Miles invalid, Date invalid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""0\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
426,"Calculate Flight cost when Miles invalid, Date valid and First  Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""1\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
427,"Calculate Flight cost when Miles invalid, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""2\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
428,"Calculate Flight cost when Miles invalid, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""6\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
429,"Calculate Flight cost when Miles invalid, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""7\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
430,"Calculate Flight cost when Miles invalid, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""8\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
431,"Calculate Flight cost when Miles invalid, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""29\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
432,"Calculate Flight cost when Miles invalid , Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""30\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
433,"Calculate Flight cost when Miles invalid, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""31\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
434,"Calculate Flight cost when Miles invalid, Date valid and First  Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""89\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
435,"Calculate Flight cost when Miles invalid, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""90\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
436,"Calculate Flight cost when Miles invalid, Date invalid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""91\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
437,"Calculate Flight cost when Miles invalid, Date invalid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""0\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
438,"Calculate Flight cost when Miles Positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""1\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
439,"Calculate Flight cost when Miles Positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""2\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
440,"Calculate Flight cost when Miles Positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""6\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
441,"Calculate Flight cost when Miles Positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""7\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
442,"Calculate Flight cost when Miles Positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""8\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
443,"Calculate Flight cost when Miles Positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""29\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
444,"Calculate Flight cost when Miles Positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""30\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
445,"Calculate Flight cost when Miles Positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""31\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
446,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""89\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
447,"Calculate Flight cost when Miles positive, Date valid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""90\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
448,"Calculate Flight cost when Miles positive, Date invalid and Economy Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system will show an error message\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""91\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
449,"Calculate Flight cost when Miles positive, Date invalid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system will show an error message\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""0\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
450,"Calculate Flight cost when Miles positive, Date valid and Business  Class",,,,,high,minor,functional,positive,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""$100\""""
","1. ""\""URL\""""
2. ""\""1\""""
3. ""\""1\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
